projectName,year,month,sum_loc_added,sum_loc_deleted,sum_commits,median_contributors,max_loc_total,sum_abs_loc_growth,prod_loc_growth_factor,age
opendj,2009,12,281840,162596,1101,13.,918056,119244,1.14927667586969637750655471084868979648955218002630634595927940779547409278797618915109256288543817358022093790712307859005405298306560000,3
ccl,2011,12,75819,40701,496,3.5,388410,35118,1.0999245970173143799313840539592669336563492828327323205684754989406638221929536348732264142660118808675945060020754351103871694553100482749024000,8
tar,1991,12,0,0,0,0.,29,0,1.000000000000,1
gpodder,2011,12,9619,15049,393,1.5,21169,-5430,0.7434201200312131832745680868809578223430415449448199034464227057359190173812174480215753190932051648015728787924095683589965785361381015040,6
cpants,2010,12,44,8,4,0.,14113,36,1.00255736307500000000000,3
lives,2008,12,29978,25718,320,1.,90628,4260,1.0538865346934377072524698793133606777860834039382095263330276891370478637853777527129804472001023806774495216393302037574082786642127967360000,4
greenshot,2012,12,82009,66231,769,2.,71456,15778,1.3132855468254058364736029653815577006001691918029687956660417667613355366127053997437906515136325023595093000988728020272012185088000,2
nasm,2008,12,11869,11434,513,3.,52210,13,1.000257716632550185026376472219863564010940507720944521618661471585024506226393938286956570648202069314684051958745865371255169888748531376537600,6
mule,2009,12,147648,83139,3049,7.,1046082,64509,1.065720022860215716385478037608907838596266231558519469498341966262877047791445026902978670030959600528675338722356213696145679461740509593600000,4
sv1,2013,12,0,0,0,0.,163369,0,1.00,7
unrealircd,2005,12,79602,46488,460,5.5,37438,0,1.000000000000,5
perl-ldap,2013,12,972,642,14,0,14815,234,1.0160482820100,13
fdo,2012,12,7748,4473,147,4.,1551814,3275,1.00211489668651854299689361399905493143690438556089261868499883486717590324081393185750806191220007478562201805813292966771587799227169312027455287176321672192000,6
libdmtx,2005,12,0,0,0,0,2872,0,1.0,0
sqlite-ruby,2005,12,1011,35,4,0.,6473,976,1.177551391700000000000,1
shindig,2012,12,18987,12043,388,4.,209873,6944,1.03421886472435284637665922856435563735522660136141068483085777115626190015452920201739455799561338165765925998119345200340015362006486042676000000,4
iptables,2002,12,4464,1081,142,3.,21999,3383,1.18172539751619209960979803201103433923741325731313513199378484420192896218357082891869109803462859459039655518382454425560678400000,2
dunit,2011,12,430,127,7,0.,74525,303,1.00408234755200000000000,11
mpc,2012,12,4877,2443,13,0.5,31923,2434,1.08253925192613006104978984354592818080927396527725693898285000000000,10
nant,2010,12,15219,12849,139,1.,82516,2370,1.02957103286510583312156580077414753073672881371544649419025215437423275749414339967472598008935760558933081352000,9
mypaint,2006,12,1553,926,68,0.,4177,627,1.18577777776251313460314311208316639090834209911413606400000000,2
requirejs,2011,12,301617,359590,818,1.,101826,-30159,0.677843530982360888576113628654217262402282075620970059261081193973671539303956990389825270842576410479184750978044950929847091200,2
etckeeper,2010,12,174,84,46,1.,1071,85,1.08620689655303844856983599239425447243332524555429116607977199127224804012184597261239766400000,3
config,2013,12,24,18,6,2,3041,6,1.00197693574919947836825280,21
dreamwidth,2009,12,95249,67248,1379,3.,168649,51,1.00030249469155679411208623664826156573570148917652520125000000000,1
opengrok,2013,12,1789,1870,55,3,47036,24,1.0005122294788064136280413228947245344,7
fdo,2006,12,408298,126105,1091,9,804024,282193,1.540774695245441251467655060753570141652553330026763038313330654552943018552914,0
freeplane,2010,12,429954,269562,2833,5.,252356,90236,1.556600049445727762666542025763356108207499197964124124827314379983354408814949962042883140686636831883309843795039554723276665856000,1
axis-java,2010,12,0,0,0,0.,187781,0,1.000000000000,9
powerdns,2005,12,28752,5586,238,1.,57020,23166,1.68429136880355787415784610689641920591031868959979830577607233719108936850950100552562508425652802408448986293469131788769945255314714450944000,3
gitg,2011,12,6454,4297,172,1.,29617,2176,1.0793002915446532306402258710639026055735062317267822704402845199279298717795260192000000000,3
kvm,2013,12,6490733,4190201,9853,620,11869821,175800,1.015033323443823657292813541988595200,8
wxperl,2013,12,21,6,5,1,57484,15,1.0002610102837902652182824870,12
truecrypt,2011,12,0,0,0,0,108817,0,1.0,0
connectbot,2010,12,12506,31403,255,1.,104984,-19020,0.80923150990256181531256042089696207344948013649789470882578038967638249130294931048553204200000732791884390760068910256000,9
dpkg,2011,12,12889,7851,769,4.,54001,4983,1.1016565343391563315134644799045643011758317767076431279251723346761398242059075532187099716436673706148525129009470466432577328379549280000,15
cglib,2005,12,509,172,31,1.,13840,337,1.02495926529360585185005700627633164899788361984607234493754964211281274394570738086021881974576752640000,3
epiphany,2005,12,35850,30809,894,4.,85087,5041,1.0661965542964524458708454330970236424412584589119933370091725824276269896542987068233858407945330953484567970303917907909324905332326400,2
mapserver,2001,12,30355,17960,598,4.,42284,12395,1.4147010605606900973917784435180234910120123737374737047098918470645396387218277315545309567207876523286742826548212641026629847697920,1
varnish,2008,12,27113,11867,951,3.,37895,15246,1.6731423020985525155794666089115641852300251124737674248731710191887566518217934137260371563267632519524640408112776351293468726832000,2
gtkmm,2006,12,26076,14821,274,3.,163717,11255,1.0738216736109702865958015377786529398136684055235300050849970018989305257328827095396610676591894283533518588532164838834464468309528532632320,3
GraphicsMagick,2013,12,38659,25651,113,2,570446,12991,1.02330412319837280587011493747527296,15
boost,2008,12,7727756,801765,6736,42.5,9929536,6925991,3.30593881580042360464345188981091155650785305416451353291344329249473304510736569972189284993499972695982966359870956025223290910720000,6
opengrok,2011,12,10427,5529,171,2.,44424,4898,1.1239184334369148789991007356575031182335477010658137270160479566679869141627982283390997935906368798780470491431380480000000,5
n2cms,2010,12,233470,277065,1739,1.5,413838,-44017,0.8874671479340555912214617957176379461318683601996402830988087425800501728593018455865066205116485424165050844711442467119757082874358306816,4
mozilla,2004,12,459047,474144,8869,51.5,2466299,-15097,0.9935213015593717094668490525359816901043751872735274678338293962930515516775578791239559271687598573284556955084023303653239268938690376499200,6
scintilla,2012,12,9125,1300,417,2.5,306226,7703,1.02580370691774755188478871074386114466781495114900565265275247834071439377795152968925330628280888824050346061359852596756050169460915200000,12
mozilla-addons,2011,12,211756,118096,6516,15.,368708,78805,1.2729224748588070932444459979417571110549587390473135248918149412415371084142429009901699737540868246429799404392180215227635651051520,7
eventmachine,2013,12,159,49,24,2,14508,109,1.00756997013698578473156300,5
commons-lang,2010,12,56417,50203,333,4.5,53864,6214,1.13040923399795545278303030610369393677933605958132759142890442963795427392336452431464462198243348325002899311638183783161923277272972695500000,3
hg-git,2010,12,1232,566,152,2.,5298,614,1.13108454312201145966685579415839945017348039534489349585584599893969842378232327544124133430476982360521083677300000000,1
coverage,2013,12,9579,9571,34,1,23128,-10,0.99956781052838309161829580,4
avahi,2007,12,9658,3895,232,1.5,58584,5763,1.109104333497293872077376993182176064947731932518773486987457335424642208962257401713938851970035825537293282458559362870905233971200,2
dpkg,2005,12,45025,22052,50,0.,68338,22973,1.50640361516089643449604812330485000000000,9
zxing,2010,12,118173,42214,622,4.,140077,75959,2.18467513019964255384514793941808273832230036268414967407063305025045906735535384286590016910004502050450378420323246661029852610560000,3
checkstyle,2004,12,99993,65814,957,4.,174962,32367,1.226985518439246432014850270452767849882850547139001268821829644800737068491865377561645278246282006699714677263088374579200000,3
cdrdao,2013,12,0,0,0,0,91723,0,1.000,13
ffdshow,2008,12,294602,298150,797,4.,1305336,-3548,0.9972281878005999979929647085021883974174531425149482400344767897635317790652428088598048119851031755014098484874827613522681174666145952564019200,6
pushbuttonengine,2012,12,0,0,0,0.,36677,0,1.000000000000,3
haiku,2012,12,730615,2472716,3463,22.,6979484,-1584684,0.7814121329839336465157595574688606462879899983925777351476840713374461218544437992596961732165801316814443270981501057896245946515756694886400,10
cpan,2013,12,284,45,12,0,21261,239,1.0113690419600,10
pyunit,2010,12,0,0,0,0.,1589,0,1.000000000000,10
amarok,2003,12,7882,4930,331,8,6486,2952,1.835314091610548716618120182590,0
sed,2006,12,3937,17210,73,1.,37060,-13273,0.63900674501277436976157391690619556736263072064339463667037792258884122524063600387375790520362400000,2
ecore,2003,12,4538,662,103,6,22405,3876,1.20918560095658394309064483534890,0
monoxna,2006,12,7267,4746,79,5,166397,2521,1.01538358271,0
gqview,2012,12,0,0,0,0.,67757,0,1.000000000000,12
simple-linkedin,2013,12,0,0,0,0,20467,0,1.000,3
nethack,1994,12,0,0,0,0.,133730,0,1.000000000000,9
pugs,2007,12,2015767,1430841,4510,20.,987071,584926,2.4545151623438220647166534872231407067194401439047287978302946872228586915950196837880815042065040900725208937424038203037199564800,2
reportlab,2001,12,155726,76238,1826,5.,113070,79488,3.366982311616516694206161478659541660123078671486000986071981816448264433588087419869749734121572981896064144104920053924345659200,1
blazeblogger,2011,12,616,468,41,0.5,3423,148,1.04519083969560005411646058536538769282005127348873953188450000000,2
Nexus,2012,12,2844178,3119970,3509,7.5,511216,-73068,0.8562332755673524123749546378672213773386107402881630776701477214103247182133664091396706942411817767137279889721879542885496423243790991360,4
dspam,2004,12,8651,4722,216,1.,27189,3929,1.168916594990706164106,0
eclipse-wtp,2007,12,4915225,1829539,6386,26.,5607739,3085686,2.22348182215287763997530552956934454608695616546978219933130552805669355956454521016007505438225252548810889383692818351456312527974000000,4
xfardic,2013,12,0,0,0,0,16084,0,1.000,6
nsis,2007,12,1220806,19997,848,3.,3900387,1200809,1.444813596793470185301758909103227435175463377786659273400243973868187079033778694730022843809596069248660688996284800631421568159059480,5
prado,2006,12,384996,216036,1876,3.,240455,168960,3.569343065760120506614377548836395307254655931116515775921844475568270114780071340851812440486380381065203078003046448111390000000,1
xchat,2006,12,10644,4667,287,2.,57841,5977,1.11524371433321632858181172459145937076729452714593174795030754178531951407576585776623469930850533543002293316528554939112308501730865200000000,4
jpos,2007,12,3192,52407,187,2.,93586,-49215,0.471590543077202724899459740994629527246497665588373388023984078295151216227281024772474833787352476208238086609267499763287273025118882863513600,9
chiliproject,2012,12,17938,16871,229,2.5,92697,889,1.01014747510999069133329825209798665553686873830313900221903834230383439169433959400358483381960186976896000000,6
inetmessage,2009,12,3910,244498,14,0.,11137,-240588,0.044242725200000000000,1
OpenX,2010,12,12592,7859,397,2.,1615070,4733,1.00293913999269910658176632188449477818213696314486233001546646159675353501240124055134156853916755263124896253899880165958733730260920372937765763891200,3
funbird,2012,12,0,0,0,0,8089,0,1.00000,4
richfaces,2007,12,1220525,904270,4887,17,361105,316255,8.051393532925611810963957658602758828240431027721393387756648459347387968916643133974246400,0
mrtg,2006,12,1217,10566,108,1,51798,-9349,0.81898270956784202438519219707066201287904181846129639172020499020553137512892146106444905906189703952220998956041296405761088000,0
mapguide,2006,12,143260,89703,894,8.,373250,53557,1.2020797723140340626180298638966667374829293465781020308021610465356272147655431760606983289416614565736973310080,0
aros,2013,12,125475,359535,697,8,6878131,-234060,0.965896096598858489122846510640774448,17
warmux,2008,12,87370,63169,991,6.5,100406,24201,1.3175775867315286208311120602031893413851368882148815295520125332317743690519353482125083767242938708365858420955965030400,3
melody,2010,12,313624,237825,776,4.5,332066,49279,1.1742619002937919517454098548093835021286404422508268313202572531525119591504711838035730104038436567483457785579505851541197943941962728641382400,2
cairo,2012,12,22793,13916,604,7.,250523,8877,1.036735555315201050393669361566323123132126923210272354719493517730057655437642728219822090368776084928255668749436800489551548673780645845463859200,10
apache-james,2012,12,238296,169708,536,2,3490603,68588,1.0200431617085360938919571805497659026473655780601884066195295753888041291639260022965898746412309646379174295072131256591722977801872311402322680000,13
tint2,2009,12,10266,5444,245,1.5,7549,4822,2.76824349105990876993781919289474949560017578363776997688474722456419548005885589835552986347302557195268481632890459821561650240000,1
gthumb,2006,12,22717,20232,290,2.,107964,2485,1.0235591918777184028237064246202314525829279608268784211557549055226196680042640154279150929175794952421684688860438539421166056007786918502400,4
netbeans,2000,12,48186,25069,1167,15.,67269,23117,1.523577640893569801510500078963210756047363076629273619657424901174134401119370887550966120430902784018925843939870554590312432926720,1
ratpoison,2001,12,7692,3636,265,2.,6816,4056,2.46956521729350697052148064393374149070493511686369769633500716110211113421449476322362610045132698064354544000,1
portupgrade,2013,12,18,9,6,1,9222,9,1.000976880495000,7
jogl,2010,12,447436,392809,1812,3.,267524,47100,1.21367909118709470703130214424767328285315126987907265212835884454621452092750194738528074487809588432548747744944000,7
autohotkey,2009,12,3345,2418,14,0.,60586,927,1.015538309391845970714035703564331445288298900720000000000,6
autohotkey,2008,12,72,16,3,0.,59659,56,1.000939550022600000000000,5
ant,2012,12,48405,5652,181,2.,262197,42753,1.19482419203578479423112713378566326181305567197264997997145944109892657135662093985986396185800899966484188597784283224776257165405520000,12
clementine-player,2011,12,81169,53179,1641,5.,100149,24572,1.3564207075759454383700139369523467434698555210471074849496669678907703601206339468186446419324538517012519955186590129475764696672000,1
dokeos,2008,12,1583029,1227448,13574,10.,2339991,355581,1.182775425571296664457631207875751803925552895364981763624150320105161922274812193840592780102909189870915728739081900111203355147728000,4
i18n-zh,2009,12,482701,535291,213,1.,818533,-52590,0.933988801070944409786328333667615782133975392236871979383830714034665391654883978831674787213400787382262814669328513920000000,3
tracks,2011,12,206881,842635,589,4.,261277,-235212,0.099022075142317487546163024440265853679069544337529285981769403276214288494214453446974645417618280709364281754341413652939011125170956516320000,6
gnome-shell,2009,12,57075,25216,1085,8.,42719,31229,3.71792863340802215164872682906601771083068382115580972522730877378618993838073750857635640852090450787395603881377785248755200000,1
freepascal,2010,12,15501,7608,525,5.,219984,7893,1.0372151576401569199341877890243760574190698601132588295756397097363186894968059016543258257737076318788054033845425882319463251229484048986192480000,5
plexus,2007,12,65497,30428,1692,8.,215375,35069,1.19449713266138786218509471485939357151965365318604291648251372191809932335567409000986464393783032945620870749606003707972202222572120473600,4
cdash,2011,12,129165,6592,481,2.,227870,122573,2.165652281406807580188313335118484627827122496072232204799017314307922092480087190534227504044218311399804917626212949339609267591900420086169600,4
diffutils,2002,12,2022,1143,135,1.,11832,879,1.08025931335954716887468343104111151513604666791186040793472316372984509709120927012403640175132238080632648673035442656000000,10
ocaml,1999,12,29717,17356,401,2.5,114653,12361,1.12084033942443743937177080412501329421803632804995683752632310588110643938070343758190633456724545083009868522748804042454004246877120000,4
ossim,2001,12,112530,35701,1537,5.,126643,76829,2.54231742067368018410585925760047810293468574640146732308804196580087639563469886712402971289349270866900000,0
qtractor,2012,12,62599,13097,373,1.,149897,49502,1.4930723641565084603662026390779309527943098304869036696904389377821036459703012551485521173298695185301647019016192000,7
monoxna,2010,12,20746,3092,49,1.,91896,17654,1.23778993024493972072895608529228518515354730654608613217488000183124417096819510081589489607700480000,4
ledger,2007,12,312338,300448,922,0.,41216,16,1.000388349514600000000000,4
ekiga,2012,12,11942,12707,504,3.,86547,-765,0.9912351054093776083254114712533566605649108999891143453697551798542857232272142762811153003155751285210629774137967112555727326463923338971888640000,11
turbogears2,2007,12,1274,1890,65,2.,1375,-616,0.578659370718213778709959481916190673806117531980798000,0
tor,2006,12,130271,70497,2639,6.,110419,59774,2.180254714171338575435938568217840343623821938844491789897490489790818213918568895576115872688504871226699104696290991141133522652736,4
eggdrop,2004,12,31779,17984,391,2.5,202736,13795,1.0730122101689333298305883009811141891999691804246712967191130928061423125713264009900540742934627094773701619845802600000000,5
planeshift,2005,12,157053,107026,2521,12.,229135,50027,1.2876453981263059582124650922708785526370427129444820615983519880465692844828033681772073804560700534161142921665160873399177099345920,4
vegas,2013,12,3485,81,19,1,2232646,3404,1.001526976434588967934402160,7
acegisecurity,2010,12,30528,109409,519,2.,76707,-78881,0.49301359999877448700461635491993059008134413895866685981423864331783754256313439938622116543693591395096181463048708046199670001324800000,6
saxon,2008,12,152222,447,186,1.,609646,151775,1.33147982733001708243768586470957037405890351865128465075098300193010691111986150474567446504162281147366248099041759507255610758425756654034171031828992380000,5
ncdu,2010,12,647,461,23,0.,1979,186,1.10402684564111003218425483756155895942131250000000000,3
SHR,2010,12,47142,24440,935,7.,95835,20147,1.2661848642167330730106100149390837931395460184717614972399674519954834737352084890171824970679190501305542840400324888044360977072318296560,2
gnupg,2007,12,23542,24067,232,2.,156434,-525,0.9965189831504319486746525063658157246286135645621115056114218647133720956322233699425289050580346609684340062224533074166341466941014240000000,10
coldbox,2008,12,642208,427569,1151,2.,557403,214639,1.6262005344506880215477870680798611960622097974309312996921554576592846568447941061732713112574771559418172984295318096900351694382366720,2
cs,2006,12,1902022,2064963,2616,14.,1575193,-162941,0.8797275692057194951847988767725381104808247676805245666228434483972510041836199292177481269284451059072616483330348615942994855936000,7
varnish,2010,12,30567,16074,905,4.,56249,14146,1.33598555920736332363277596729990653165615826511322068636332574690075765131462203859850368918330378362417613264181902400255581964597760,4
swinglabs,2006,12,14284,7185,193,2.,10680,7099,2.982407148953606276677945860881055656418863815112148865252465154927853833032090072800000,1
axis2,2006,12,820187,651133,4387,16.,329694,169054,2.0523779880308996368177365219112568022555727531539646054338636766032983984656225667881336277739165409186665285442264076242208209920,2
fltk,2006,12,75805,49362,1160,3.5,823509,26443,1.0331906614749160055758636797408927827676203123065762723991049934544940477422627644996567248796894384543620521849993643325413326268479646398577868800,8
bzr-gtk,2009,12,2427,1767,101,2.5,10943,309,1.0290577393223716535148313568876914362071591368054120066517561444786259751121397880710048540735061630766782425600000000,4
